Basic,(2.50, 0.00, 2.50)
Basic,(3.50, 0.00, 2.50)
Basic,(4.50, 0.00, 2.50)
Basic,(5.50, 0.00, 2.50)
Basic,(6.50, 0.00, 2.50)
Basic,(7.50, 0.00, 2.50)
Basic,(8.50, 0.00, 2.50)
Basic,(9.50, 0.00, 2.50)
Basic,(10.50, 0.00, 2.50)
Basic,(11.50, 0.00, 2.50)
Basic,(12.50, 0.00, 2.50)
Basic,(-3.50, 0.00, 3.50)
Basic,(-2.50, 0.00, 3.50)
Basic,(-1.50, 0.00, 3.50)
Basic,(-0.50, 0.00, 3.50)
Basic,(0.50, 0.00, 3.50)
Basic,(1.50, 0.00, 3.50)
Basic,(2.50, 0.00, 3.50)
Basic,(3.50, 0.00, 3.50)
Basic,(4.50, 0.00, 3.50)
Basic,(5.50, 0.00, 3.50)
Basic,(6.50, 0.00, 3.50)
Basic,(7.50, 0.00, 3.50)
Basic,(8.50, 0.00, 3.50)
Basic,(9.50, 0.00, 3.50)
Basic,(10.50, 0.00, 3.50)
Basic,(11.50, 0.00, 3.50)
Basic,(12.50, 0.00, 3.50)
Basic,(-3.50, 0.00, 4.50)
Basic,(-2.50, 0.00, 4.50)
Basic,(-1.50, 0.00, 4.50)
Basic,(-0.50, 0.00, 4.50)
Basic,(0.50, 0.00, 4.50)
Basic,(1.50, 0.00, 4.50)
Basic,(2.50, 0.00, 4.50)
Basic,(3.50, 0.00, 4.50)
Basic,(4.50, 0.00, 4.50)
Basic,(5.50, 0.00, 4.50)
Basic,(6.50, 0.00, 4.50)
Basic,(7.50, 0.00, 4.50)
Basic,(8.50, 0.00, 4.50)
Basic,(9.50, 0.00, 4.50)
Basic,(10.50, 0.00, 4.50)
Basic,(11.50, 0.00, 4.50)
Basic,(12.50, 0.00, 4.50)
Basic,(-3.50, 0.00, 5.50)
Basic,(-2.50, 0.00, 5.50)
Basic,(-1.50, 0.00, 5.50)
Basic,(-0.50, 0.00, 5.50)
Basic,(0.50, 0.00, 5.50)
Basic,(1.50, 0.00, 5.50)
Basic,(2.50, 0.00, 5.50)
Basic,(3.50, 0.00, 5.50)
Basic,(4.50, 0.00, 5.50)
Basic,(5.50, 0.00, 5.50)
Basic,(6.50, 0.00, 5.50)
Basic,(7.50, 0.00, 5.50)
Basic,(8.50, 0.00, 5.50)
Basic,(9.50, 0.00, 5.50)
Basic,(10.50, 0.00, 5.50)
Basic,(11.50, 0.00, 5.50)
Basic,(12.50, 0.00, 5.50)
Basic,(-3.50, 0.00, 6.50)
Basic,(-2.50, 0.00, 6.50)
Basic,(-1.50, 0.00, 6.50)
Basic,(-0.50, 0.00, 6.50)
Basic,(0.50, 0.00, 6.50)
Basic,(1.50, 0.00, 6.50)
Basic,(2.50, 0.00, 6.50)
Basic,(3.50, 0.00, 6.50)
Basic,(4.50, 0.00, 6.50)
Basic,(5.50, 0.00, 6.50)
Basic,(6.50, 0.00, 6.50)
Basic,(7.50, 0.00, 6.50)
Basic,(8.50, 0.00, 6.50)
Basic,(9.50, 0.00, 6.50)
Basic,(10.50, 0.00, 6.50)
Basic,(11.50, 0.00, 6.50)
Basic,(12.50, 0.00, 6.50)
Basic,(-3.50, 0.00, 7.50)
Basic,(-2.50, 0.00, 7.50)
Basic,(-1.50, 0.00, 7.50)
Basic,(-0.50, 0.00, 7.50)
Basic,(0.50, 0.00, 7.50)
Basic,(1.50, 0.00, 7.50)
Basic,(2.50, 0.00, 7.50)
Basic,(3.50, 0.00, 7.50)
Basic,(4.50, 0.00, 7.50)
Basic,(5.50, 0.00, 7.50)
Basic,(6.50, 0.00, 7.50)
Basic,(7.50, 0.00, 7.50)
Basic,(8.50, 0.00, 7.50)
Basic,(9.50, 0.00, 7.50)
Basic,(10.50, 0.00, 7.50)
Basic,(11.50, 0.00, 7.50)
Basic,(12.50, 0.00, 7.50)
Basic,(-3.50, 0.00, 8.50)
Basic,(-2.50, 0.00, 8.50)
Basic,(-1.50, 0.00, 8.50)
Basic,(-0.50, 0.00, 8.50)
Basic,(0.50, 0.00, 8.50)
Basic,(1.50, 0.00, 8.50)
Basic,(2.50, 0.00, 8.50)
Basic,(3.50, 0.00, 8.50)
Basic,(4.50, 0.00, 8.50)
Basic,(5.50, 0.00, 8.50)
Basic,(6.50, 0.00, 8.50)
Basic,(7.50, 0.00, 8.50)
Basic,(8.50, 0.00, 8.50)
Basic,(9.50, 0.00, 8.50)
Basic,(10.50, 0.00, 8.50)
Basic,(11.50, 0.00, 8.50)
Basic,(12.50, 0.00, 8.50)
Basic,(-3.50, 0.00, 9.50)
Basic,(-2.50, 0.00, 9.50)
Basic,(-1.50, 0.00, 9.50)
Basic,(-0.50, 0.00, 9.50)
Basic,(0.50, 0.00, 9.50)
Basic,(1.50, 0.00, 9.50)
Basic,(2.50, 0.00, 9.50)
Basic,(3.50, 0.00, 9.50)
Basic,(4.50, 0.00, 9.50)
Basic,(5.50, 0.00, 9.50)
Basic,(6.50, 0.00, 9.50)
Basic,(7.50, 0.00, 9.50)
Basic,(8.50, 0.00, 9.50)
Basic,(9.50, 0.00, 9.50)
Basic,(10.50, 0.00, 9.50)
Basic,(11.50, 0.00, 9.50)
Basic,(12.50, 0.00, 9.50)
Basic,(-3.50, 0.00, 10.50)
Basic,(-2.50, 0.00, 10.50)
Basic,(-1.50, 0.00, 10.50)
Basic,(-0.50, 0.00, 10.50)
Basic,(0.50, 0.00, 10.50)
Basic,(1.50, 0.00, 10.50)
Basic,(2.50, 0.00, 10.50)
Basic,(3.50, 0.00, 10.50)
Basic,(4.50, 0.00, 10.50)
Basic,(5.50, 0.00, 10.50)
Basic,(6.50, 0.00, 10.50)
Basic,(7.50, 0.00, 10.50)
Basic,(8.50, 0.00, 10.50)
Basic,(9.50, 0.00, 10.50)
Basic,(10.50, 0.00, 10.50)
Basic,(11.50, 0.00, 10.50)
Basic,(12.50, 0.00, 10.50)
Basic,(-3.50, 0.00, 11.50)
Basic,(-2.50, 0.00, 11.50)
Basic,(-1.50, 0.00, 11.50)
Basic,(-0.50, 0.00, 11.50)
Basic,(0.50, 0.00, 11.50)
Basic,(1.50, 0.00, 11.50)
Basic,(2.50, 0.00, 11.50)
Basic,(3.50, 0.00, 11.50)
Basic,(4.50, 0.00, 11.50)
Basic,(5.50, 0.00, 11.50)
Basic,(6.50, 0.00, 11.50)
Basic,(7.50, 0.00, 11.50)
Basic,(8.50, 0.00, 11.50)
Basic,(9.50, 0.00, 11.50)
Basic,(10.50, 0.00, 11.50)
Basic,(11.50, 0.00, 11.50)
Basic,(12.50, 0.00, 11.50)
Basic,(-3.50, 0.00, 12.50)
Basic,(-2.50, 0.00, 12.50)
Basic,(-1.50, 0.00, 12.50)
Basic,(-0.50, 0.00, 12.50)
Basic,(0.50, 0.00, 12.50)
Basic,(1.50, 0.00, 12.50)
Basic,(2.50, 0.00, 12.50)
Basic,(3.50, 0.00, 12.50)
Basic,(4.50, 0.00, 12.50)
Basic,(5.50, 0.00, 12.50)
Basic,(6.50, 0.00, 12.50)
Basic,(7.50, 0.00, 12.50)
Basic,(8.50, 0.00, 12.50)
Basic,(9.50, 0.00, 12.50)
Basic,(10.50, 0.00, 12.50)
Basic,(11.50, 0.00, 12.50)
Basic,(12.50, 0.00, 12.50)
Basic,(12.50, 1.00, -3.50)
Basic,(12.50, 1.00, -2.50)
Basic,(12.50, 1.00, -1.50)
Basic,(12.50, 1.00, -0.50)
Basic,(12.50, 1.00, 0.50)
Basic,(12.50, 1.00, 1.50)
Basic,(12.50, 1.00, 2.50)
Basic,(12.50, 1.00, 3.50)
Basic,(12.50, 1.00, 4.50)
Basic,(12.50, 1.00, 5.50)
Basic,(12.50, 1.00, 6.50)
Basic,(12.50, 1.00, 7.50)
Basic,(12.50, 1.00, 8.50)
Basic,(12.50, 1.00, 9.50)
Basic,(12.50, 1.00, 10.50)
Basic,(12.50, 1.00, 11.50)
Basic,(12.50, 1.00, 12.50)
Basic,(-3.50, 1.00, -3.50)
Basic,(-2.50, 1.00, -3.50)
Basic,(-1.50, 1.00, -3.50)
Basic,(-0.50, 1.00, -3.50)
Basic,(0.50, 1.00, -3.50)
Basic,(1.50, 1.00, -3.50)
Basic,(2.50, 1.00, -3.50)
Basic,(3.50, 1.00, -3.50)
Basic,(4.50, 1.00, -3.50)
Basic,(5.50, 1.00, -3.50)
Basic,(6.50, 1.00, -3.50)
Basic,(7.50, 1.00, -3.50)
Basic,(8.50, 1.00, -3.50)
Basic,(9.50, 1.00, -3.50)
Basic,(10.50, 1.00, -3.50)
Basic,(11.50, 1.00, -3.50)
Basic,(-3.50, 1.00, -2.50)
Basic,(-3.50, 1.00, -1.50)
Basic,(-3.50, 1.00, -0.50)
Basic,(-3.50, 1.00, 0.50)
Basic,(-3.50, 1.00, 1.50)
Basic,(-3.50, 1.00, 2.50)
Basic,(-3.50, 1.00, 3.50)
Basic,(-3.50, 1.00, 4.50)
Basic,(-3.50, 1.00, 5.50)
Basic,(-3.50, 1.00, 6.50)
Basic,(-3.50, 1.00, 7.50)
Basic,(-3.50, 1.00, 8.50)
Basic,(-3.50, 1.00, 9.50)
Basic,(-3.50, 1.00, 10.50)
Basic,(-3.50, 1.00, 11.50)
Basic,(-3.50, 1.00, 12.50)
Basic,(-2.50, 1.00, 12.50)
Basic,(-1.50, 1.00, 12.50)
Basic,(-0.50, 1.00, 12.50)
Basic,(0.50, 1.00, 12.50)
Basic,(1.50, 1.00, 12.50)
Basic,(2.50, 1.00, 12.50)
Basic,(3.50, 1.00, 12.50)
Basic,(4.50, 1.00, 12.50)
Basic,(5.50, 1.00, 12.50)
Basic,(6.50, 1.00, 12.50)
Basic,(7.50, 1.00, 12.50)
Basic,(8.50, 1.00, 12.50)
Basic,(9.50, 1.00, 12.50)
Basic,(10.50, 1.00, 12.50)
Basic,(11.50, 1.00, 12.50)
